title,authors,year,venue,abstract,doi,url,source
Cross-border Exchange of CBDCs using Layer-2 Blockchain,Krzysztof Gogol; Johnnatan Messias; Malte Schlosser; Benjamin Kraner; Claudio J. Tessone,2023,arXiv (Cornell University),"This paper proposes a novel multi-layer blockchain architecture for the cross-border trading of CBDCs. The permissioned layer-2, by relying on the public consensus of the underlying network, assures the security and integrity of the transactions and ensures interoperability with domestic CBDCs implementations. Multiple Layer-3s operate various Automated Market Makers (AMMs) and compete with each other for the lowest costs. To provide insights into the practical implications of the system, simulations of trading costs are conducted based on historical FX rates, with Project Mariana as a benchmark. The study shows that, even with liquidity fragmentation, a multi-layer and multi-AMM setup is more cost-efficient than a single AMM.",10.48550/arxiv.2312.16193,https://doi.org/10.48550/arxiv.2312.16193,openalex
SPRA: Scalable policy‐based regulatory architecture for blockchain transactions,Chuntang Yu; Yongzhao Zhan; Pujie Jing; Xiangmei Song,2023,IET Blockchain,"Abstract Implementing effective regulation of blockchain transactions has become a research hotspot in recent years. However, most of the current regulatory schemes are customized for specific blockchain applications and lack versatility and scalability. Meanwhile, these schemes cannot guarantee fairness due to the non‐disclosure of regulatory policies and regulatory processes. To address these issues, a scalable policy‐based regulatory architecture (SPRA) is proposed for blockchain transactions that separates regulation and application to provide sufficient scalability. SPRA is a four‐layer model (permission layer, regulation layer, bridge layer, and business layer). A regulatory policy description language (XRPL) is designed to define the regulatory rules and specifications for interoperability between the layers. A decentralized jury mechanism (JuryBC) based on the Shamir threshold secret sharing algorithm and Pedersen commitment is proposed at the regulation layer to avoid regulatory arbitrariness and unfairness. We also construct a secure and efficient regulatory data sharing scheme (RDShare) at the business layer using an attribute‐based encryption algorithm. The key parameters in both JuryBC and RDShare can be specified in the regulatory policy to suit different application scenarios. Finally, the security of the architecture is analyzed and the feasibility and scalability of the architecture through simulation experiments are demonstrated.",10.1049/blc2.12037,https://doi.org/10.1049/blc2.12037,openalex
BRAIN: Blockchain-Based Record and Interoperability Network,Sergi López-Sorribes; Josep Rius; Francesc Solsona,2023,Electronics,"In today’s highly competitive landscape, effective information sharing is crucial for distinguishing successful entities from the rest. However, achieving seamless collaboration in this digital era remains challenging due to distrust among entities and the absence of a secure data exchange medium. These limitations hinder interactions, reducing competitiveness, especially for resource-constrained entities. To address these challenges, we introduce the Blockchain-based Record and Interoperability Network (BRAIN), a modular framework utilizing blockchain technology. BRAIN offers an innovative solution to foster collaboration, trust, and competitiveness. By leveraging blockchain’s cryptographic techniques, it ensures secure and transparent data exchange, eliminating the need for intermediaries and thereby enhancing productivity and collaboration. BRAIN serves as a configurable foundation for domain-specific applications. BRAIN’s key features include flexibility, efficiency, security, robustness, and scalability. It adapts to diverse applications, integrates seamlessly with existing systems, and ensures secure information sharing. In conclusion, BRAIN provides a foundational platform for entities to assert data ownership and grant access permission. Built on blockchain technology, it offers access traceability and data security and eliminates the need for trusted third parties. Its flexibility and scalability make it a valuable tool for enhancing data sharing. Future enhancements aim to address weaknesses and expand its use cases, promising a robust and versatile solution for secure and efficient data exchange.",10.3390/electronics12224614,https://doi.org/10.3390/electronics12224614,openalex
A Prompt Pattern Catalog to Enhance Prompt Engineering with ChatGPT,Jules White; Quchen Fu; Sam Hays; Michael Sandborn; Carlos Olea; Henry Gilbert; Ashraf Elnashar; Jesse Spencer-Smith; Douglas C. Schmidt,2023,arXiv (Cornell University),"Prompt engineering is an increasingly important skill set needed to converse effectively with large language models (LLMs), such as ChatGPT. Prompts are instructions given to an LLM to enforce rules, automate processes, and ensure specific qualities (and quantities) of generated output. Prompts are also a form of programming that can customize the outputs and interactions with an LLM. This paper describes a catalog of prompt engineering techniques presented in pattern form that have been applied to solve common problems when conversing with LLMs. Prompt patterns are a knowledge transfer method analogous to software patterns since they provide reusable solutions to common problems faced in a particular context, i.e., output generation and interaction when working with LLMs. This paper provides the following contributions to research on prompt engineering that apply LLMs to automate software development tasks. First, it provides a framework for documenting patterns for structuring prompts to solve a range of problems so that they can be adapted to different domains. Second, it presents a catalog of patterns that have been applied successfully to improve the outputs of LLM conversations. Third, it explains how prompts can be built from multiple patterns and illustrates prompt patterns that benefit from combination with other prompt patterns.",10.48550/arxiv.2302.11382,https://doi.org/10.48550/arxiv.2302.11382,openalex
A Secure and Optimized Healthcare Data Governance Framework Leveraging Hyperledger Fabric Blockchain,Md. Mahinur Alam; Md Sakibul Islam; Sidratul Muntaha; Md. Tanjin Alam; Kanita Jerin Tanha,2023,,"Centralized storage of health data hampers patient-centric healthcare, restricting patient control and exacerbating issues of interoperability and data breaches, additionally introducing escalating costs and inefficiencies. The fragmentation of clinical data and the absence of a universal patient identification system further complicate the aggregation of medical records. Blockchain technology presents a promising solution to these challenges. It ensures the security of network infrastructure, validates the identities of all participants, and establishes consistent authorization protocols for accessing healthcare data. While various proposals seek to overcome existing limitations in healthcare systems through blockchain technology, these solutions often come with their own drawbacks. These include privacy issues in public blockchain systems, security vulnerabilities in permissioned blockchains, and storage limitations within blockchain systems. Some proposed solutions remain largely theoretical and may not be practically viable. In response to these pressing issues, we introduce an optimized framework designed to enhance data accessibility among healthcare providers using cutting-edge technologies like Hyperledger, IPFS, and Data Encryption. Furthermore, we have fine-tuned performance metrics in blockchain networks, addressing factors such as latency and throughput (TPS), resulting in significantly improved outcomes. In comparison to traditional blockchain-based healthcare data management, our proposed system not only delivers satisfactory performance but also effectively addresses concerns related to data privacy and storage.",10.1109/iccit60459.2023.10441320,https://doi.org/10.1109/iccit60459.2023.10441320,openalex
"Blockchain Technology: Security Issues, Healthcare Applications, Challenges and Future Trends",Zhang Wenhua; Faizan Qamar; Taj-Aldeen Naser Abdali; Rosilah Hassan; Syed Talib Abbas Jafri; Quang Ngọc Nguyễn,2023,Electronics,"Blockchain technology provides a data structure with inherent security properties that include cryptography, decentralization, and consensus, which ensure trust in transactions. It covers widely applicable usages, such as in intelligent manufacturing, finance, the Internet of things (IoT), medicine and health, and many different areas, especially in medical health data security and privacy protection areas. Its natural attributes, such as contracts and consensus mechanisms, have leading-edge advantages in protecting data confidentiality, integrity, and availability. The security issues are gradually revealed with in-depth research and vigorous development. Unlike traditional paper storage methods, modern medical records are stored electronically. Blockchain technology provided a decentralized solution to the trust-less issues between distrusting parties without third-party guarantees, but the “trust-less” security through technology was easily misunderstood and hindered the security differences between public and private blockchains appropriately. The mentioned advantages and disadvantages motivated us to provide an advancement and comprehensive study regarding the applicability of blockchain technology. This paper focuses on the healthcare security issues in blockchain and sorts out the security risks in six layers of blockchain technology by comparing and analyzing existing security measures. It also explores and defines the different security attacks and challenges when applying blockchain technology, which promotes theoretical research and robust security protocol development in the current and future distributed work environment.",10.3390/electronics12030546,https://doi.org/10.3390/electronics12030546,openalex
Security and privacy issues in blockchain and its applications,Liangmin Wang; Victor S. Sheng; Boris Düdder; Haiqin Wu; Huijuan Zhu,2023,IET Blockchain,"Blockchain technology has emerged and evolved as a disruptive technology with the potential to be applied in various fields, including digital finance, healthcare, and the Internet of Things (IoT). Besides being a distributed ledger, blockchain enables decentralized and trusted storage/computation without relying on a central trusted party. However, the growing heterogeneity of blockchain platforms and the expanding range of applications have resulted in escalating security and privacy concerns. These concerns encompass persistent privacy breaches, vulnerabilities in smart contracts, and the “impossible triangle” problem. These challenges have emerged as the primary obstacles to the development and seamless integration of blockchain technology with industry applications. To address the security and privacy challenges in blockchain platforms and its applications, numerous researchers have conducted extensive studies in this field by leveraging advanced technologies, including new cryptographic protocols and deep learning techniques. This special issue aims to highlight research perspectives, articles, and experimental studies pertaining to “Security and Privacy Issues in Blockchain and Its Applications”. In this special issue, we received a total of nineteen papers, out of which seventeen underwent a rigorous peer-review process. However, two papers were excluded from the peer-reviewed selection because one was submitted in a draft form and the other was voluntarily withdrawn by the authors. Out of the seventeen papers submitted for review, ten were accepted for publication, six were rejected without being transferred, and one was rejected and referred to a transfer service. The exceptional quality of all the submissions played a crucial role in ensuring the success of this special issue. These accepted papers can be classified into two categories, namely blockchain application security and cross-chain interaction security. The papers in the first category focus on analyzing and providing insights into the security of blockchain applications. Their objective is to keep readers informed about the latest trends, developments, challenges, and opportunities in blockchain application security. Moreover, significant research efforts have been dedicated to security analysis and detection in typical blockchain applications. The papers in this category are of Zhou et al., Grybniak et al., Lv et al., Li et al., Gong et al., Xiao et al. and Videira et al. These contributions further enhance our understanding and capability to safeguard blockchain applications from potential security threats. The second category of papers presents novel solutions that target the enhancement of security in cross-system interactions. These papers are of Feng et al., Xu et al. and Yu et al. By addressing the specific challenges associated with cross-system communication, these solutions contribute to the development of robust and secure blockchain networks. A brief presentation of each of the papers in the special issue is as follows. Zhou et al. present WASMOD, a prototype system designed to detect vulnerabilities in WebAssembly (Wasm) smart contracts. WASMOD utilizes a combination of bytecode instrumentation, run-time validation, and grey-box fuzzing techniques to identify integer overflow and stack overflow vulnerabilities. The tool was effectively applied to the EOSIO blockchain, successfully detecting vulnerable smart contracts. Grybniak et al. propose “Waterfall: Gozalandia”, a distributed protocol based on the Proof of Stake approach. This protocol enables fast finality, proven safety, and liveness in a network utilizing BlockDAG structures. By employing cross-voting for block ordering, the protocol ensures swift consensus and the ability to detect dishonest behaviors. The protocol assumes the presence of a Coordinating network that holds information about the approved ordering. This Coordinating network serves to significantly enhance security and improve network synchronization in a qualitative manner. Through load testing, the protocol has demonstrated its ability to handle a throughput of 3200–3600 transactions per second, with an average confirmation waiting time of 20 s. Lv et al. propose a graph-based embedding classification method for phishing detection on the Ethereum blockchain. The method involves constructing multiple subgraphs using the transaction records collected from Ethereum and introduces a modified version of Graph2Vec called imgraph2vec. This modified approach aims to learn more meaningful information from the subgraphs. To identify phishing attempts, the Extreme Gradient Boosting (XGBoost) algorithm is utilized. Li et al. introduce BlockDetective, an innovative framework based on GCN that employs a student-teacher architecture to identify fraudulent cryptocurrency transactions. The framework incorporates pre-training and fine-tuning, enabling the pre-trained model (teacher) to effectively adapt to the new data distribution and improve prediction performance. Meanwhile, a lightweight model (student) is trained to provide abstract and high-level information. Experimental results demonstrate that BlockDetective outperforms state-of-the-art methods. Gong et al. propose a novel method called SCGformer, which aims to detect vulnerabilities in smart contracts. This novel method combines the power of a control flow graph (CFG) and a transformer model to enhance the accuracy and effectiveness of vulnerability detection. SCGformer involves constructing the CFGs using the operation codes (opcodes) of smart contracts. By focusing on the opcodes, SCGformer provides a language-agnostic solution, ensuring consistent vulnerability detection regardless of specific language versions. The authors conduct experiments to assess the efficacy of SCGformer, yielding an accuracy rate of 94.36%. Xiao et al. introduce a blockchain-based image copyright protection system named BB-RICP. By leveraging the distributed storage technique of blockchain, BB-RICP aims to solve the vulnerabilities of centralized storage, such as data loss and tampering. The system provides a novel solution for managing the entire lifecycle of copyright. It utilizes spread spectrum watermarking to enable traceability and incorporates GM algorithms and the PBFT consensus algorithm to enhance its functionality and effectiveness. Lastly, to enhance the practicality of the system, they implement a copyright blockchain framework called ICP-Chain and conduct evaluations to assess its security and reliability. Videira et al. propose a solution to tackle the offline puzzle in the implementation of central bank digital currencies (CBDC). This solution involves minting coins with unique serial numbers, which are then stored on a local blockchain within a smartphone or EMV card. The local blockchain is fortified by a two-stage approval architecture that effectively mitigates attacks and facilitates non-repudiation handling. To enhance security, the coins are safeguarded by hardware keys embedded in the microchip and can be continuously mined by the wallet. Feng et al. introduce a novel federated learning framework that leverages a Directed Acyclic Graph (DAG) to enhance interoperability among different blockchains. The framework comprises a shard chain and a main chain, featuring replaceable consensus mechanisms and a weighted context graph to enhance efficiency. The experimental results unequivocally demonstrate the efficacy of the proposed federated framework. Specifically, the framework significantly reduces the global computation requirements while simultaneously increasing the blockchain throughput. Xu et al. introduce ChainKeeper, a cross-chain scheme for governing the chain by chain. ChainKeeper incorporates several key components, including a modular node proxy program, a verifiable node random selection method (VNRS), and a verifiable identity threshold signature method (VITS). These components work together to ensure universality, efficiency, and security throughout the cross-chain process. The scheme is resilient against malicious behaviors and collaborative attacks from both business nodes and supervision nodes. The experimental results demonstrate the effectiveness of ChainKeeper in cross-chain supervision scenarios. Yu et al. present SPRA, a policy-based regulatory architecture designed to regulate blockchain transactions. The architecture comprises four layers: permission layer, regulation layer, bridge layer, and business layer. To facilitate interoperability between these layers, they introduce XRPL, a regulatory policy description language. The regulation layer incorporates JuryBC, a decentralized jury mechanism based on the Shamir threshold secret sharing algorithm and Pedersen commitment. At the business layer, they implement RDShare, a secure and efficient regulatory data sharing mechanism that utilizes attribute-based encryption. All the selected papers in this special issue showcase the continuous advancements in the field of blockchain and its application security. However, it is important to recognize that security and privacy issues in blockchain and its applications continue to pose significant challenges. These challenges serve as a driving force for further research and exploration of new technologies. They highlight the need for ongoing efforts to enhance the security and privacy aspects of blockchain, fostering a more resilient and trustworthy blockchain ecosystem. This work is supported by the National Key R&D Program of China (2020YFB1005500) and the National Natural Science Foundation of China (62372105). The authors would like to express their sincere appreciation to all the contributors who have submitted their scientific findings to this special issue and the anonymous reviewers whose expertise and meticulous work have made this endeavor possible. The authors sincerely hope that this collaborative effort will make a meaningful contribution to the advancement of the field. Lastly, the authors would like to express their utmost appreciation to the editors-in-chief and the editorial office for their unwavering support and guidance throughout this venture. Liangmin Wang received his B.S. degree in computational mathematics in Jilin University, Changchun, China in 1999, and his PhD degree in cryptology from Xidian University, Xi'an, China in 2007. He is a full professor in the School of Cyber Science and Engineering, Southeast University, Nanjing, China. He has been honored as a “Wan-Jiang Scholar” of Anhui Province since November 2013. Now his research interests include data security and privacy. He has published over 70 technical papers at premium international journals and conferences, for example, IEEE/ACM Transactions on Networking and IEEE International Conference on Computer Communications. He has severed as a TPC member of many IEEE conferences, such as IEEE ICC, IEEE HPCC, IEEE Trust-COM. Victor S. Sheng received the master's degree in computer science from the University of New Brunswick, Canada, in 2003, and the PhD degree in computer science from Western University, Ontario, Canada, in 2007. He is an associate professor of computer science, Texas Tech University, and the founding director of the Data Analytics Lab (DAL). His research interests include data mining, machine learning, and related applications. He was an associate research scientist and NSERC postdoctoral fellow in information systems at Stern Business School, New York University, after he obtained his PhD. He is a senior member of the IEEE and a lifetime member of the ACM. He received the test-of-time award for research from KDD’20, the best paper award runner-up from KDD’08, and the best paper award from ICDM’11. He is an area chair and SPC/PC member for several international top conferences and an associate editor for several international journals. Boris Düdder is an associate professor at the department of computer science (DIKU) at the University of Copenhagen (UCPH), Denmark. He is head of the research group Software Engineering & Formal Methods at DIKU. His primary research interests are formal methods and programming languages in software engineering of trustworthy distributed systems, where he is studying automated program generation for adaptive systems with high-reliability guarantees. He is working on the computational foundations of reliable and secure Big Data ecosystems. His research is bridging the formal foundations of computer science and complex industrial applications. Haiqin Wu received her B.E. degree in computer science and Ph.D. degree in computer application technology from Jiangsu University in 2014 and 2019, respectively. She is an associate professor at the Shanghai Key Laboratory of Trustworthy Computing (Software Engineering Institute), East China Normal University, China. Before joining ECNU, she was a postdoctoral researcher in the Department of Computer Science, University of Copenhagen, Denmark. She was also a visiting student in the School of Computing, Informatics, and Decision Systems Engineering at Arizona State University, USA. Her research interests include data security and privacy protection, mobile crowdsensing/crowdsourcing, and blockchain-based applications. Huijuan Zhu received her master's degree at School of Computer Science and Communication Engineering in Jiangsu University, Zhenjiang, China in 2010 and her Ph.D. degree at School of Computer and Control Engineering in University of Chinese Academy of Sciences, Beijing, China in 2017. Her research interests include malware detection and machine learning. She is an associate professor in the School of Computer Science and Communication Engineering at Jiangsu University.",10.1049/blc2.12051,https://doi.org/10.1049/blc2.12051,openalex
A Blockchain-Based Architecture for Interoperable Healthcare Data Exchange,Niranjan Sahi; Anda Liang; Sean Mchale; Wyn Van Devanter; Peng Zhang,2023,,"Patients and healthcare providers often face challenges when dealing with creating, reading, updating, sharing, and deleting operations on individual healthcare data due to incompatible electronic medical record systems and the inability to provide necessary data. These challenges can drastically prolong both a patient's diagnosis time and the time until the operation. There are many informational discrepancies when attempting to provide adequate healthcare background - especially with new providers when a full healthcare history is required. To aid in increasing interoperability, we propose a decentralized data-sharing approach. While current centralized solutions own patients’ healthcare data, we seek to put data back in the hands of the patients using blockchain as a decentralized database. In essence, our data-sharing architecture and set of rules leverage a permissioned blockchain network, Hyperledger Fabric, to give each patient on the network the ability to own and control the flow of their healthcare data.",10.1109/bibm58861.2023.10385970,https://doi.org/10.1109/bibm58861.2023.10385970,openalex
SoK: Security and Privacy of Blockchain Interoperability,André Augusto; Rafael Belchior; Miguel Correia; André Vasconcelos; Luyao Zhang; Thomas Hardjono,2023,,"&lt;p&gt;Recent years have witnessed significant advancements in cross-chain technology. However, the field faces two pressing challenges when it comes to security and privacy. Hacks on cross-chain bridges have led to monetary losses of around 3 billion USD, highlighting flaws in security models governing interoperability mechanisms (IMs) and the ineffectiveness of incident response frameworks. Additionally, the exploration of privacy within cross-chain scenarios remains relatively unexplored. Hackers benefit from extensive privacy, whereas users and bridge operators experience restricted privacy, thereby broadening the potential attack surface for adversaries.&lt;/p&gt; &lt;p&gt;In this paper, we present the most comprehensive study to date on the security and privacy of blockchain interoperability. Our study employs a rigorous systematic literature review, yielding a corpus of 178 relevant documents, including 58 academic papers and 120 gray literature documents, out of a pool of 531. We systematically categorize 56 interoperability solutions based on a newly created taxonomy focusing on security and privacy considerations. Our dataset, comprising academic research, disclosures from bug bounty programs, and audit reports, exposes 45 cross-chain vulnerabilities, 25 theoretical attacks, and 88 mitigation strategies. Leveraging this data, we analyze 14 notable bridge hacks accounting for over USD 2.9 billion in losses, mapping them to the identified vulnerabilities. &lt;/p&gt; &lt;p&gt;Our findings reveal that a substantial portion (65.8\%) of stolen funds originates from projects secured by permissioned intermediary networks with unsecured cryptographic key operations. Regarding privacy, we demonstrate that achieving unlinkability in cross-chain transactions is contingent on the underlying ledgers providing some form of confidentiality. &lt;/p&gt; &lt;p&gt;In conclusion, our study offers critical insights into the challenges and vulnerabilities within the realm of cross-chain interoperability. We pinpoint promising directions for future research that can guide both industry practitioners and academics toward substantial advancements in this field. Our work underscores the urgency of enhancing security and privacy measures in cross-chain technology to mitigate the substantial financial risks associated with bridge hacks and to foster user trust in the blockchain ecosystem.&lt;/p&gt;",10.36227/techrxiv.24595764.v1,https://doi.org/10.36227/techrxiv.24595764.v1,openalex
Blockchain-based Patient-Centric Healthcare Architecture: A Secure and Efficient Approach for Medical Data Sharing,Deepak Mishra; Pawan Singh Mehra,2023,,"Healthcare data is increasing in amount and complexity with the advent of technological advancements like wearable devices are capturing continuous health data to track chronic diseases such as diabetes. Trust-less centralized servers manage and control such data, raising concerns on privacy and security. A decentralized, permissioned blockchain-based approach can potentially give patients more control over medical data. In this paper, a blockchain-based patient-centric healthcare architecture is proposed to address the concerns of privacy, interoperability, data fragmentation, data ownership by centralized servers, data integrity, data access and data sharing. Patients’ diabetic data can only be accessed as per their agreed-upon access policy given their consent which is implemented using Ethereum smart contracts to ensure controlled exchange of sensitive data among various stakeholders. The smart contracts were tested in Truffle to validate the accuracy of their logic. A hybrid model is employed for data storage, that combines MongoDB, as the off-chain secure database and IPFS technologies for on-chain storage. The architecture is designed to be integrated with existing Electronic Health Records (EHRs) systems, promoting efficient and secure data sharing in the healthcare industry.",10.1109/icccnt56998.2023.10307004,https://doi.org/10.1109/icccnt56998.2023.10307004,openalex
CFPChain: An Optimization of Research Funding Selection System Employing A Consortium Blockchain Based Approach,Taufik Iqbal Ramdhani; Akbari Indra Basuki; Heru Susanto; Raditya Panji Umbara; Samsul Arifin; Ninon Nurul Faiza,2023,,"This paper addresses the challenges in the current centralized research funding selection system and proposes a solution using permissioned blockchain technology. The existing system suffers from drawbacks such as concealed data modification and lack of interoperability. The Blockchain approach, based on the principles of Bitcoin technology, offers high security, auditability, traceability, and integrity. By utilizing interconnected blocks and cryptography, the proposed system ensures the authenticity and consistency of data over time. The chosen blockchain platform, Hyperledger Fabric, provides crash-fault-tolerance consensus and private communication options for enhanced security and efficiency. The objective of this study is to develop a consortium blockchain-based research funding platform that enables collaboration among researchers from public agencies, universities, and companies, with funding provided by financial organizations. The proposed architecture model ensures tamper-proof data, accountability, and interoperability, benefiting researchers, reviewers, auditors, funders, and companies.",10.1109/ic3ina60834.2023.10285797,https://doi.org/10.1109/ic3ina60834.2023.10285797,openalex
Blockchain-Based Framework for Interoperable Electronic Health Records for an Improved Healthcare System,Faheem Ahmad Reegu; Hafiza Abas; Yonis Gulzar; Qin Xin; Ali A. Alwan; Abdoh Jabbari; Rahul Ganpatrao Sonkamble; Rudzidatul Akmam Dziyauddin,2023,Sustainability,"The healthcare industry has been transitioning from paper-based medical records to electronic health records (EHRs) in most healthcare facilities. However, the current EHR frameworks face challenges in secure data storage, credibility, and management. Interoperability and user control of personal data are also significant concerns in the healthcare sector. Although block chain technology has emerged as a powerful solution that can offer the properties of immutability, security, and user control on stored records, its potential application in EHR frameworks is not yet fully understood. To address this gap in knowledge, this research aims to provide an interoperable blockchain-based EHR framework that can fulfill the requirements defined by various national and international EHR standards such as HIPAA and HL7. The research method employed is a systematic literature review to explore the current state of the art in the field of EHRs, including blockchain-based implementations of EHRs. The study defines the interoperability issues in the existing blockchain-based EHR frameworks, reviews various national and international standards of EHR, and further defines the interoperability requirements based on these standards. The proposed framework can offer safer methods to interchange health information for the healthcare sector and can provide the properties of immutability, security, and user control on stored records without the need for centralized storage. The contributions of this work include enhancing the understanding of the potential application of blockchain technology in EHR frameworks and proposing an interoperable blockchain-based EHR framework that can fulfill the requirements defined by various national and international EHR standards. Overall, this study has significant implications for the healthcare sector, as it can enhance the secure sharing and storage of electronic health data while ensuring the confidentiality, privacy, and integrity of medical records.",10.3390/su15086337,https://doi.org/10.3390/su15086337,openalex
Application of digital technologies for ensuring agricultural productivity,Rambod Abiri; Nastaran Rizan; Siva K. Balasundram; Arash Bayat Shahbazi; Hazandy Abdul Hamid,2023,Heliyon,"Over the decades, agri-food security has become one of the most critical concerns in the world. Sustainable agri-food production technologies have been reliable in mitigating poverty caused by high demands for food. Recently, the applications of agri-food system technologies have been meaningfully changing the worldwide scene due to both external strengths and internal forces. Digital agriculture (DA) is a pioneering technology helping to meet the growing global demand for sustainable food production. Integrating different sub-branches of DA technologies such as artificial intelligence, automation and robotics, sensors, Internet of Things (IoT) and data analytics into agriculture practices to reduce waste, optimize farming inputs and enhance crop production. This can help shift from tedious operations to continuously automated processes, resulting in increasing agricultural production by enabling the traceability of products and processes. The application of DA provides agri-food producers with accurate and real-time observations regarding different features influencing their productivity, such as plant health, soil quality, weather conditions, and pest and disease pressure. Analyzing the results achieved by DA can help agricultural producers and scholars make better decisions to increase yields, improve efficiency, reduce costs, and manage resources. The core focus of the current work is to clarify the benefits of some sub-branches of DA in increasing agricultural production efficiency, discuss the challenges of practical DA in the field, and highlight the future perspectives of DA. This review paper can open new directions to speed up the DA application on the farm and link traditional agriculture with modern farming technologies.",10.1016/j.heliyon.2023.e22601,https://doi.org/10.1016/j.heliyon.2023.e22601,openalex
From Sensors to Safety: Internet of Emergency Services (IoES) for Emergency Response and Disaster Management,Robertas Damaševičius; Nebojša Bačanin; Sanjay Misra,2023,Journal of Sensor and Actuator Networks,"The advancement in technology has led to the integration of internet-connected devices and systems into emergency management and response, known as the Internet of Emergency Services (IoES). This integration has the potential to revolutionize the way in which emergency services are provided, by allowing for real-time data collection and analysis, and improving coordination among various agencies involved in emergency response. This paper aims to explore the use of IoES in emergency response and disaster management, with an emphasis on the role of sensors and IoT devices in providing real-time information to emergency responders. We will also examine the challenges and opportunities associated with the implementation of IoES, and discuss the potential impact of this technology on public safety and crisis management. The integration of IoES into emergency management holds great promise for improving the speed and efficiency of emergency response, as well as enhancing the overall safety and well-being of citizens in emergency situations. However, it is important to understand the possible limitations and potential risks associated with this technology, in order to ensure its effective and responsible use. This paper aims to provide a comprehensive understanding of the Internet of Emergency Services and its implications for emergency response and disaster management.",10.3390/jsan12030041,https://doi.org/10.3390/jsan12030041,openalex
Healthcare Management System Using Blockchain,G Sairam; Sankalp Kumar; Sheifali Gupta; Syed Sharique Haider,2023,International Journal for Research in Applied Science and Engineering Technology,"Abstract: The current healthcare system has traditionally relied on paper-based medical records or electronic medical records (EMRs) that are stored in centralized databases. This method, however, has shown to be ineffective and unreliable, causing major delays in patient care. Medical documents are frequently sent over email as a temporary fix; however, this approach is unsafe and unreliable. Data breaches or unauthorised access to sensitive patient information pose a serious danger and may have far-reaching repercussions for both patients and healthcare providers. Blockchain technology can provide a more secure, decentralized, and efficient way to store and share medical records. Blockchain offers a tamper-proof and auditable method to trace transactions while using cryptographic methods to secure the integrity and confidentiality of data, access to patient data and modifications. Patients, physicians, and hospitals may easily, anytime, anywhere, and with total safety and security, access medical records via a decentralised blockchain network. Patients have discretion over who gets access to their information and can allow healthcare professionals and organisations access to their medical records. We are employing a number of technologies, like MetaMask, Ganache, Web3JS, and Solidity, to develop a blockchain-based solution. Users may connect with blockchain networks via the browser plugin MetaMask, and a local blockchain development tool called Ganache offers a testing environment for blockchain-based apps. Programmers may interface with the Ethereum blockchain using Web3JS, a JavaScript framework, and Solidity, a language used to create smart contracts the blockchain of Ethereum. A centralised blockchain network that can safely store and distribute patient data is the predicted result of a blockchain-based system for medical record sharing. The system's interoperability and scalability may be ensured via integration with already-existing healthcare systems and databases. Medical record sharing may be automated with smart contracts, allowing for safe and auditable access based on predefined criteria and permissions.",10.22214/ijraset.2023.51153,https://doi.org/10.22214/ijraset.2023.51153,openalex
HealthBridge: A Decentralized and Interoperable Healthcare App for Rare Disease Communities,Ziyuan Guo; Yiwei Wang; Anda Liang; Wyn Van Devanter; Peng Zhang,2023,,"Traditional centralized database systems share many weaknesses, including the overhead of sharing medical documentation, data fragmentation, and susceptibility to centralized data attacks. Those problems would especially influence rare disease patient communities given their higher need for medical data interoperability and security. In this paper, we present an alternative approach to managing healthcare data that is tailored to the rare disease community. Specifically, we design and implement HealthBridge, a decentralized and interoperable mobile application with distributed ledger technology. The underlying permissioned network utilizes Hyperledger Fabric and has a modular design, empowering efficient data transactions directly between trusted entities with predefined smart contracts that regulate access permissions. For the application design, we focus on the needs of the rare disease community, prioritizing ease of use without compromising data security. In particular, our application provides a delegate feature, aimed at supporting rare disease patients with additional needs. Through this feature, if needed, patients can grant pre-defined access permissions to delegates through smart contracts. While the overall implementation of HealthBridge is still in the developmental stages, it presents a proof of concept and a promising system to support the underfunded rare disease community in terms of healthcare interoperability through a permissioned blockchain network.",10.1109/bibm58861.2023.10385268,https://doi.org/10.1109/bibm58861.2023.10385268,openalex
Trustworthy Decentralized Management and Governance of Internet of Things Data Federations,Evangelos Athanasakis; Zisis Sakellariou; George Darzanos; Sofia Polymeni; Georgios Spanos; Thanasis G. Papaioannou; Konstantinos Votis; Dimitrios Tzovaras,2023,,"Without a doubt the Internet of Things (IoT) paradigm has been gaining attention over the last years. With the deployment of low cost sensors, a plethora of information is made available, giving rise to intelligent systems that combine data from multiple sources. Multiple IoT platforms have been developed to support different application domains such as smart cities, health, industry 4.0, etc. However, the vertical focus and usually isolated development of such platforms pose difficulties in offering cross-domain smart applications to meet society's needs. To this end, interoperability frameworks have emerged to allow the interplay of different platforms as well as the formation of federations among the entities contributing IoT devices through such platforms. The decentralized nature of IoT data federations presents challenges when it comes to their management and governance, particularly in ensuring fairness, security, trustworthiness and transparency among its members. However, permissioned blockchain-based solutions hold significant potential in addressing these issues due to their inherent characteristics. In this work, we propose a blockchain solution based on the Hyperledger Fabric for the decentralized management of IoT federations and their gover-nance by utilizing voting-based configurable rules that abide to the concept of Decentralized Autonomous Organizations (DAOs). The solution includes smart contracts for the secure creation and management of federations exposed through APIs, as well as a voting application for enabling the DAO dynamic. Our solution demonstrates a secure, trustworthy and transparent way for the formation and membership control of IoT federations, that holds potential for extension with smart contracts related to data marketplace, as well as reputation and tokenization mechanisms.",10.1109/iotais60147.2023.10346072,https://doi.org/10.1109/iotais60147.2023.10346072,openalex
